lon;lat
-53,527778;-24,401667
-53,527806;-24,401667
-53,527778;-24,401667
-53,527778;-24,401667
-53,527778;-24,401667
-53,527778;-24,401667
-58,258611;-9,819722
-45,560556;-23,598611
-51,964167;-27,234444
-49,338611;-14,195555
-39,805;-18,2625
-52,751917;-23,860778
-52,460917;-24,520639
-52,46083;-24,52056
-57,91325;-15,970611
-37,278056;-9,917222
-37,278056;-9,917222
-52,751944;-23,860833
-52,460833;-24,520556
-39,044444;-14,855
-43,38;-18,021111
-48,631639;-27,745639
-36,593666;-8,375638
-36,593667;-8,375639
-36,353611;-8,223333
-53,821667;-25,239722
-56,773611;-9,348611
-56,773333;-9,3475
-41,472222;-20,363056
-62,97945;-9,38108
-67,13361;-10,33
-45,5170585;-23,5838139
-42,847222;-20,795555
-58,071139;-15,828972
-36,514728;-9,970056
-41,448056;-21,797222
-49,14;-26,28
-48,864167;-27,531944
-49,14;-26,28
-49,14;-26,28
-48,864167;-27,531944
-49,14;-26,28
-41,820833;-20,497222
-51,859525;-23,339858
-51,859444;-23,339722
-49,14;-26,28
-48,546111;-6,768889
-48,546111;-6,768889
-49,14;-26,28
-48,546111;-6,768889
-48,546111;-6,768889
-45,506111;-23,626667
-38,121194;-7,833972
-38,121194;-7,833972
-38,071667;-7,500278
-47,936111;-7,864167
-47,709166;-7,293055
-47,713611;-6,704444
-47,746388;-7,216667
-47,739722;-7,256944
-38,183333;-10,708333
-38,183333;-10,708333
-47,739722;-7,256944
-47,713611;-6,704444
-47,709167;-7,293056
-47,936111;-7,864167
-47,746389;-7,216667
-51,941944;-23,391111
-52,900333;-22,607389
-52,900278;-22,6075
-51,941944;-22,391111
-52,726417;-23,867667
-52,726417;-23,867667
-51,865431;-23,350653
-51,865172;-23,349528
-52,726389;-23,867778
-51,865278;-23,349444
-51,865556;-23,350556
-52,726389;-23,867778
-47,84725;-15,871167
-47,951944;-7,873611
-42,3375;-22,319722
-36,724444;-9,888722
-47,951944;-7,873611
-44;-20
-44;-20
